"﻿""REF_DATE""",GEO,DGUID,Investment status,Ownership type,Property type,Period of construction,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1981 to 1990,Median assessment value,Dollars,81,units,0,v1484734282,387.4.1.3.5.4,453000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1981 to 1990,Total assessment value,Dollars,81,units,0,v1484734283,387.4.1.3.5.5,40800000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1981 to 1990,Average total living area,Square feet,279,units,0,v1484734284,387.4.1.3.5.6,1490,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1981 to 1990,Median total living area,Square feet,279,units,0,v1484734285,387.4.1.3.5.7,1340,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1991 to 2000,Number,Number,223,units,0,v1484734286,387.4.1.3.6.1,575,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1991 to 2000,Percentage - investment status,Percent,239,units,0,v1484734287,387.4.1.3.6.2,93.5,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1991 to 2000,Average assessment value,Dollars,81,units,0,v1484734288,387.4.1.3.6.3,520000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1991 to 2000,Median assessment value,Dollars,81,units,0,v1484734289,387.4.1.3.6.4,479000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1991 to 2000,Total assessment value,Dollars,81,units,0,v1484734290,387.4.1.3.6.5,295100000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1991 to 2000,Average total living area,Square feet,279,units,0,v1484734291,387.4.1.3.6.6,1690,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,1991 to 2000,Median total living area,Square feet,279,units,0,v1484734292,387.4.1.3.6.7,1650,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2001 to 2005,Number,Number,223,units,0,v1484734293,387.4.1.3.7.1,315,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2001 to 2005,Percentage - investment status,Percent,239,units,0,v1484734294,387.4.1.3.7.2,91.3,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2001 to 2005,Average assessment value,Dollars,81,units,0,v1484734295,387.4.1.3.7.3,520000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2001 to 2005,Median assessment value,Dollars,81,units,0,v1484734296,387.4.1.3.7.4,506000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2001 to 2005,Total assessment value,Dollars,81,units,0,v1484734297,387.4.1.3.7.5,163600000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2001 to 2005,Average total living area,Square feet,279,units,0,v1484734298,387.4.1.3.7.6,1800,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2001 to 2005,Median total living area,Square feet,279,units,0,v1484734299,387.4.1.3.7.7,1790,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2006 to 2010,Number,Number,223,units,0,v1484734300,387.4.1.3.8.1,455,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2006 to 2010,Percentage - investment status,Percent,239,units,0,v1484734301,387.4.1.3.8.2,85.9,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2006 to 2010,Average assessment value,Dollars,81,units,0,v1484734302,387.4.1.3.8.3,530000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2006 to 2010,Median assessment value,Dollars,81,units,0,v1484734303,387.4.1.3.8.4,525000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2006 to 2010,Total assessment value,Dollars,81,units,0,v1484734304,387.4.1.3.8.5,236800000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2006 to 2010,Average total living area,Square feet,279,units,0,v1484734305,387.4.1.3.8.6,1770,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2006 to 2010,Median total living area,Square feet,279,units,0,v1484734306,387.4.1.3.8.7,1760,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2011 to 2015,Number,Number,223,units,0,v1484734307,387.4.1.3.9.1,70,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2011 to 2015,Percentage - investment status,Percent,239,units,0,v1484734308,387.4.1.3.9.2,77.8,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2011 to 2015,Average assessment value,Dollars,81,units,0,v1484734309,387.4.1.3.9.3,540000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2011 to 2015,Median assessment value,Dollars,81,units,0,v1484734310,387.4.1.3.9.4,521000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2011 to 2015,Total assessment value,Dollars,81,units,0,v1484734311,387.4.1.3.9.5,35600000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2011 to 2015,Average total living area,Square feet,279,units,0,v1484734312,387.4.1.3.9.6,1820,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2011 to 2015,Median total living area,Square feet,279,units,0,v1484734313,387.4.1.3.9.7,1730,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2016 to reference period,Number,Number,223,units,0,v1484734314,387.4.1.3.10.1,35,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2016 to reference period,Percentage - investment status,Percent,239,units,0,v1484734315,387.4.1.3.10.2,50,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2016 to reference period,Average assessment value,Dollars,81,units,0,v1484734316,387.4.1.3.10.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2016 to reference period,Median assessment value,Dollars,81,units,0,v1484734317,387.4.1.3.10.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2016 to reference period,Total assessment value,Dollars,81,units,0,v1484734318,387.4.1.3.10.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2016 to reference period,Average total living area,Square feet,279,units,0,v1484734319,387.4.1.3.10.6,2000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Semi-detached house,2016 to reference period,Median total living area,Square feet,279,units,0,v1484734320,387.4.1.3.10.7,2040,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,"Total, all periods of construction",Number,Number,223,units,0,v1484734321,387.4.1.4.1.1,10710,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,"Total, all periods of construction",Percentage - investment status,Percent,239,units,0,v1484734322,387.4.1.4.1.2,87.7,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484734323,387.4.1.4.1.3,420000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484734324,387.4.1.4.1.4,407000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484734325,387.4.1.4.1.5,4391400000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484734326,387.4.1.4.1.6,1530,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484734327,387.4.1.4.1.7,1500,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1960 or earlier,Number,Number,223,units,0,v1484734328,387.4.1.4.2.1,0,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1960 or earlier,Percentage - investment status,Percent,239,units,0,v1484734329,387.4.1.4.2.2,,..,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1960 or earlier,Average assessment value,Dollars,81,units,0,v1484734330,387.4.1.4.2.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1960 or earlier,Median assessment value,Dollars,81,units,0,v1484734331,387.4.1.4.2.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1960 or earlier,Total assessment value,Dollars,81,units,0,v1484734332,387.4.1.4.2.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1960 or earlier,Average total living area,Square feet,279,units,0,v1484734333,387.4.1.4.2.6,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1960 or earlier,Median total living area,Square feet,279,units,0,v1484734334,387.4.1.4.2.7,,..,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1961 to 1970,Number,Number,223,units,0,v1484734335,387.4.1.4.3.1,455,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1961 to 1970,Percentage - investment status,Percent,239,units,0,v1484734336,387.4.1.4.3.2,89.2,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1961 to 1970,Average assessment value,Dollars,81,units,0,v1484734337,387.4.1.4.3.3,310000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1961 to 1970,Median assessment value,Dollars,81,units,0,v1484734338,387.4.1.4.3.4,307000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1961 to 1970,Total assessment value,Dollars,81,units,0,v1484734339,387.4.1.4.3.5,137600000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1961 to 1970,Average total living area,Square feet,279,units,0,v1484734340,387.4.1.4.3.6,1420,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1961 to 1970,Median total living area,Square feet,279,units,0,v1484734341,387.4.1.4.3.7,1400,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1971 to 1980,Number,Number,223,units,0,v1484734342,387.4.1.4.4.1,2200,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1971 to 1980,Percentage - investment status,Percent,239,units,0,v1484734343,387.4.1.4.4.2,89.3,,,,1
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1971 to 1980,Average assessment value,Dollars,81,units,0,v1484734344,387.4.1.4.4.3,320000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1971 to 1980,Median assessment value,Dollars,81,units,0,v1484734345,387.4.1.4.4.4,316000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1971 to 1980,Total assessment value,Dollars,81,units,0,v1484734346,387.4.1.4.4.5,693000000,,,,0
2021,"Burlington, City",2016A00053524002,Non-investment property,"Total, all ownership types",Row house,1971 to 1980,Average total living area,Square feet,279,units,0,v1484734347,387.4.1.4.4.6,1470,,,,0
